id,name,state_id
7236,Zarra,46
7237,Adalia,47
7238,Aguasal,47
7239,Aguilar de Campos,47
7240,Alaejos,47
7241,Alcazaren,47
7242,Aldea de San Miguel,47
7243,Aldeamayor de San Martin,47
7244,Almenara de Adaja,47
7245,Amusquillo,47
7246,Arroyo de la Encomienda,47
7247,Ataquines,47
7248,Bahabon,47
7249,Barcial de la Loma,47
7250,Barruelo del Valle,47
7251,Becilla de Valderaduey,47
7252,Benafarces,47
7253,Bercero,47
7254,Berceruelo,47
7255,Berrueces,47
7256,Bobadilla del Campo,47
7257,Bocigas,47
7258,Bocos de Duero,47
7259,Boecillo,47
7260,Bolanos de Campos,47
7261,Brahojos de Medina,47
7262,Bustillo de Chaves,47
7263,Cabezon de Pisuerga,47
7264,Cabezon de Valderaduey,47
7265,Cabreros del Monte,47
7266,Campaspero,47
7267,El Campillo,47
7268,Camporredondo,47
7269,Canalejas de Penafiel,47
7270,Canillas de Esgueva,47
7271,Carpio,47
7272,Casasola de Arion,47
7273,Castrejon de Trabancos,47
7274,Castrillo de Duero,47
7275,Castrillo-Tejeriego,47
7276,Castrobol,47
7277,Castrodeza,47
7278,Castromembibre,47
7279,Castromonte,47
7280,Castronuevo de Esgueva,47
7281,Castronuno,47
7282,Castroponce,47
7283,Castroverde de Cerrato,47
7284,Ceinos de Campos,47
7285,Cervillego de la Cruz,47
7286,Cigales,47
7287,Cigunuela,47
7288,Cisterniga,47
7289,Cogeces de iscar,47
7290,Cogeces del Monte,47
7291,Corcos,47
7292,Corrales de Duero,47
7293,Cubillas de Santa Marta,47
7294,Cuenca de Campos,47
7295,Curiel de Duero,47
7296,Encinas de Esgueva,47
7297,Esguevillas de Esgueva,47
7298,Fombellida,47
7299,Fompedraza,47
7300,Fontihoyuelo,47
7301,Fresno el Viejo,47
7302,Fuensaldana,47
7303,Fuente el Sol,47
7304,Fuente-Olmedo,47
7305,Gallegos de Hornija,47
7306,Gaton de Campos,47
7307,Geria,47
7308,Herrin de Campos,47
7309,Hornillos de Eresma,47
7310,iscar,47
7311,Laguna de Duero,47
7312,Langayo,47
7313,Llano de Olmedo,47
7314,Lomoviejo,47
7315,Manzanillo,47
7316,Marzales,47
7317,Matapozuelos,47
7318,Matilla de los Canos,47
7319,Mayorga,47
7320,Medina de Rioseco,47
7321,Medina del Campo,47
7322,Megeces,47
7323,Melgar de Abajo,47
7324,Melgar de Arriba,47
7325,Mojados,47
7326,Monasterio de Vega,47
7327,Montealegre de Campos,47
7328,Montemayor de Pililla,47
7329,Moral de la Reina,47
7330,Moraleja de las Panaderas,47
7331,Morales de Campos,47
7332,Mota del Marques,47
7333,Mucientes,47
7334,La Mudarra,47
7335,Muriel,47
7336,Nava del Rey,47
7337,Nueva Villa de las Torres,47
7338,Olivares de Duero,47
7339,Olmedo,47
7340,Olmos de Esgueva,47
7341,Olmos de Penafiel,47
7342,Palazuelo de Vedija,47
7343,La Parrilla,47
7344,La Pedraja de Portillo,47
7345,Pedrajas de San Esteban,47
7346,Pedrosa del Rey,47
7347,Penafiel,47
7348,Penaflor de Hornija,47
7349,Pesquera de Duero,47
7350,Pina de Esgueva,47
7351,Pinel de Abajo,47
7352,Pinel de Arriba,47
7353,Pollos,47
7354,Portillo,47
7355,Pozal de Gallinas,47
7356,Pozaldez,47
7357,Pozuelo de la Orden,47
7358,Puras,47
7359,Quintanilla de Arriba,47
7360,Quintanilla de Onesimo,47
7361,Quintanilla de Trigueros,47
7362,Quintanilla del Molar,47
7363,Rabano,47
7364,Ramiro,47
7365,Renedo de Esgueva,47
7366,Roales de Campos,47
7367,Robladillo,47
7368,Roturas,47
7369,Rubi de Bracamonte,47
7370,Rueda,47
7371,Saelices de Mayorga,47
7372,Salvador de Zapardiel,47
7373,San Cebrian de Mazote,47
7374,San Llorente,47
7375,San Martin de Valveni,47
7376,San Miguel del Arroyo,47
7377,San Miguel del Pino,47
7378,San Pablo de la Moraleja,47
7379,San Pedro de Latarce,47
7380,San Pelayo,47
7381,San Roman de Hornija,47
7382,San Salvador,47
7383,San Vicente del Palacio,47
7384,Santa Eufemia del Arroyo,47
7385,Santervas de Campos,47
7386,Santibanez de Valcorba,47
7387,Santovenia de Pisuerga,47
7388,Sardon de Duero,47
7389,La Seca,47
7390,Serrada,47
7391,Siete Iglesias de Trabancos,47
7392,Simancas,47
7393,Tamariz de Campos,47
7394,Tiedra,47
7395,Tordehumos,47
7396,Tordesillas,47
7397,Torre de Esgueva,47
7398,Torre de Penafiel,47
7399,Torrecilla de la Abadesa,47
7400,Torrecilla de la Orden,47
7401,Torrecilla de la Torre,47
7402,Torrelobaton,47
7403,Torrescarcela,47
7404,Traspinedo,47
7405,Trigueros del Valle,47
7406,Tudela de Duero,47
7407,La Union de Campos,47
7408,Urones de Castroponce,47
7409,Uruena,47
7410,Valbuena de Duero,47
7411,Valdearcos de la Vega,47
7412,Valdenebro de los Valles,47
7413,Valdestillas,47
7414,Valdunquillo,47
7415,Valladolid,47
7416,Valoria la Buena,47
7417,Valverde de Campos,47
7418,Vega de Ruiponce,47
7419,Vega de Valdetronco,47
7420,Velascalvaro,47
7421,Velilla,47
7422,Velliza,47
7423,Ventosa de la Cuesta,47
7424,Viana de Cega,47
7425,Villabanez,47
7426,Villabaruz de Campos,47
7427,Villabragima,47
7428,Villacarralon,47
7429,Villacid de Campos,47
7430,Villaco,47
7431,Villafrades de Campos,47
7432,Villafranca de Duero,47
7433,Villafrechos,47
7434,Villafuerte,47
7435,Villagarcia de Campos,47
7436,Villagomez la Nueva,47
7437,Villalan de Campos,47
7438,Villalar de los Comuneros,47
7439,Villalba de la Loma,47
7440,Villalba de los Alcores,47
7441,Villalbarba,47
7442,Villalon de Campos,47
7443,Villamuriel de Campos,47
7444,Villan de Tordesillas,47
7445,Villanubla,47
7446,Villanueva de Duero,47
7447,Villanueva de la Condesa,47
7448,Villanueva de los Caballeros,47
7449,Villanueva de los Infantes,47
7450,Villanueva de San Mancio,47
7451,Villardefrades,47
7452,Villarmentero de Esgueva,47
7453,Villasexmir,47
7454,Villavaquerin,47
7455,Villavellid,47
7456,Villaverde de Medina,47
7457,Villavicencio de los Caballeros,47
7458,Viloria,47
7459,Wamba,47
7460,Zaratan,47
7461,La Zarza,47
7462,Abadino,48
7463,Abanto y Ciervana-Abanto Zierbena,48
7464,Ajangiz,48
7465,Alonsotegi,48
7466,Amorebieta-Etxano,48
7467,Amoroto,48
7468,Arakaldo,48
7469,Arantzazu,48
7470,Areatza,48
7471,Arrankudiaga,48
7472,Arratzu,48
7473,Arrieta,48
7474,Arrigorriaga,48
7475,Artea,48
7476,Artzentales,48
7477,Atxondo,48
7478,Aulesti,48
7479,Bakio,48
7480,Balmaseda,48
7481,Barakaldo,48
7482,Barrika,48
7483,Basauri,48
7484,Bedia,48
7485,Berango,48
7486,Bermeo,48
7487,Berriatua,48
7488,Berriz,48
7489,Bilbao,48
7490,Busturia,48
7491,Derio,48
7492,Dima,48
7493,Durango,48
7494,Ea,48
7495,Elantxobe,48
7496,Elorrio,48
7497,Erandio,48
7498,Ereno,48
7499,Ermua,48
7500,Errigoiti,48
7501,Etxebarri,48
7502,Etxebarria,48
7503,Forua,48
7504,Fruiz,48
7505,Galdakao,48
7506,Galdames,48
7507,Gamiz-Fika,48
7508,Garai,48
7509,Gatika,48
7510,Gautegiz Arteaga,48
7511,Gernika-Lumo,48
7512,Getxo,48
7513,Gizaburuaga,48
7514,Gordexola,48
7515,Gorliz,48
7516,G0enes,48
7517,Ibarrangelu,48
7518,Igorre,48
7519,Ispaster,48
7520,Iurreta,48
7521,Izurtza,48
7522,Karrantza Harana/Valle de Carranza,48
7523,Kortezubi,48
7524,Lanestosa,48
7525,Larrabetzu,48
7526,Laukiz,48
7527,Leioa,48
7528,Lekeitio,48
7529,Lemoa,48
7530,Lemoiz,48
7531,Lezama,48
7532,Loiu,48
7533,Mallabia,48
7534,Manaria,48
7535,Markina-Xemein,48
7536,Maruri-Jatabe,48
7537,Mendata,48
7538,Mendexa,48
7539,Menaka,48
7540,Morga,48
7541,Mundaka,48
7542,Mungia,48
7543,Munitibar-Arbatzegi Gerrikaitz,48
7544,Murueta,48
7545,Muskiz,48
7546,Muxika,48
7547,Nabarniz,48
7548,Ondarroa,48
7549,Orozko,48
7550,Ortuella,48
7551,Otxandio,48
7552,Plentzia,48
7553,Portugalete,48
7554,Santurtzi,48
7555,Sestao,48
7556,Sondika,48
7557,Sopelana,48
7558,Sopuerta,48
7559,Sukarrieta,48
7560,Trucios-Turtzioz,48
7561,Ubide,48
7562,Ugao-Miraballes,48
7563,Urduliz,48
7564,Urduna/Orduna,48
7565,Valle de Trapaga-Trapagaran,48
7566,Zaldibar,48
7567,Zalla,48
7568,Zamudio,48
7569,Zaratamo,48
7570,Zeanuri,48
7571,Zeberio,48
7572,Zierbena,48
7573,Ziortza-Bolibar,48
7574,Abezames,49
7575,Alcanices,49
7576,Alcubilla de Nogales,49
7577,Alfaraz de Sayago,49
7578,Algodre,49
7579,Almaraz de Duero,49
7580,Almeida de Sayago,49
7581,Andavias,49
7582,Arcenillas,49
7583,Arcos de la Polvorosa,49
7584,Arganin,49
7585,Argujillo,49
7586,Arquillinos,49
7587,Arrabalde,49
7588,Aspariegos,49
7589,Asturianos,49
7590,Ayoo de Vidriales,49
7591,Barcial del Barco,49
7592,Belver de los Montes,49
7593,Benavente,49
7594,Benegiles,49
7595,Bermillo de Sayago,49
7596,La Boveda de Toro,49
7597,Breto,49
7598,Bretocino,49
7599,Brime de Sog,49
7600,Brime de Urz,49
7601,Burganes de Valverde,49
7602,Bustillo del Oro,49
7603,Cabanas de Sayago,49
7604,Calzadilla de Tera,49
7605,Camarzana de Tera,49
7606,Canizal,49
7607,Canizo,49
7608,Carbajales de Alba,49
7609,Carbellino,49
7610,Casaseca de Campean,49
7611,Casaseca de las Chanas,49
7612,Castrillo de la Guarena,49
7613,Castrogonzalo,49
7614,Castronuevo,49
7615,Castroverde de Campos,49
7616,Cazurra,49
7617,Cerecinos de Campos,49
7618,Cerecinos del Carrizal,49
7619,Cernadilla,49
7620,Cobreros,49
7621,Coomonte,49
7622,Coreses,49
7623,Corrales del Vino,49
7624,Cotanes del Monte,49
7625,Cubillos,49
7626,Cubo de Benavente,49
7627,El Cubo de Tierra del Vino,49
7628,Cuelgamures,49
7629,Entrala,49
7630,Espadanedo,49
7631,Faramontanos de Tabara,49
7632,Fariza,49
7633,Fermoselle,49
7634,Ferreras de Abajo,49
7635,Ferreras de Arriba,49
7636,Ferreruela,49
7637,Figueruela de Arriba,49
7638,Fonfria,49
7639,Fresno de la Polvorosa,49
7640,Fresno de la Ribera,49
7641,Fresno de Sayago,49
7642,Friera de Valverde,49
7643,Fuente Encalada,49
7644,Fuentelapena,49
7645,Fuentes de Ropel,49
7646,Fuentesauco,49
7647,Fuentesecas,49
7648,Fuentespreadas,49
7649,Galende,49
7650,Gallegos del Pan,49
7651,Gallegos del Rio,49
7652,Gamones,49
7653,Gema,49
7654,Granja de Moreruela,49
7655,Granucillo,49
7656,Guarrate,49
7657,Hermisende,49
7658,La Hiniesta,49
7659,Jambrina,49
7660,Justel,49
7661,Losacino,49
7662,Losacio,49
7663,Lubian,49
7664,Luelmo,49
7665,El Maderal,49
7666,Madridanos,49
7667,Mahide,49
7668,Maire de Castroponce,49
7669,Malva,49
7670,Manganeses de la Lampreana,49
7671,Manganeses de la Polvorosa,49
7672,Manzanal de Arriba,49
7673,Manzanal de los Infantes,49
7674,Manzanal del Barco,49
7675,Matilla de Arzon,49
7676,Matilla la Seca,49
7677,Mayalde,49
7678,Melgar de Tera,49
7679,Micereces de Tera,49
7680,Milles de la Polvorosa,49
7681,Molacillos,49
7682,Molezuelas de la Carballeda,49
7683,Mombuey,49
7684,Monfarracinos,49
7685,Montamarta,49
7686,Moral de Sayago,49
7687,Moraleja de Sayago,49
7688,Moraleja del Vino,49
7689,Morales de Rey,49
7690,Morales de Toro,49
7691,Morales de Valverde,49
7692,Morales del Vino,49
7693,Moralina,49
7694,Moreruela de los Infanzones,49
7695,Moreruela de Tabara,49
7696,Muelas de los Caballeros,49
7697,Muelas del Pan,49
7698,Muga de Sayago,49
7699,Navianos de Valverde,49
7700,Olmillos de Castro,49
7701,Otero de Bodas,49
7702,Pajares de la Lampreana,49
7703,Palacios de Sanabria,49
7704,Palacios del Pan,49
7705,Pedralba de la Praderia,49
7706,El Pego,49
7707,Peleagonzalo,49
7708,Peleas de Abajo,49
7709,Penausende,49
7710,Peque,49
7711,El Perdigon,49
7712,Pereruela,49
7713,Perilla de Castro,49
7714,Pias,49
7715,Piedrahita de Castro,49
7716,Pinilla de Toro,49
7717,Pino del Oro,49
7718,El Pinero,49
7719,Pobladura de Valderaduey,49
7720,Pobladura del Valle,49
7721,Porto,49
7722,Pozoantiguo,49
7723,Pozuelo de Tabara,49
7724,Prado,49
7725,Puebla de Sanabria,49
7726,Pueblica de Valverde,49
7727,Quintanilla de Urz,49
7728,Quintanilla del Monte,49
7729,Quintanilla del Olmo,49
7730,Quiruelas de Vidriales,49
7731,Rabanales,49
7732,Rabano de Aliste,49
7733,Requejo,49
7734,Revellinos,49
7735,Riofrio de Aliste,49
7736,Rionegro del Puente,49
7737,Roales,49
7738,Robleda-Cervantes,49
7739,Roelos de Sayago,49
7740,Rosinos de la Requejada,49
7741,Salce,49
7742,Samir de los Canos,49
7743,San Agustin del Pozo,49
7744,San Cebrian de Castro,49
7745,San Cristobal de Entrevinas,49
7746,San Esteban del Molar,49
7747,San Justo,49
7748,San Martin de Valderaduey,49
7749,San Miguel de la Ribera,49
7750,San Miguel del Valle,49
7751,San Pedro de Ceque,49
7752,San Pedro de la Nave-Almendra,49
7753,San Vicente de la Cabeza,49
7754,San Vitero,49
7755,Santa Clara de Avedillo,49
7756,Santa Colomba de las Monjas,49
7757,Santa Cristina de la Polvorosa,49
7758,Santa Croya de Tera,49
7759,Santa Eufemia del Barco,49
7760,Santa Maria de la Vega,49
7761,Santa Maria de Valverde,49
7762,Santibanez de Tera,49
7763,Santibanez de Vidriales,49
7764,Santovenia,49
7765,Sanzoles,49
7766,Tabara,49
7767,Tapioles,49
7768,Toro,49
7769,La Torre del Valle,49
7770,Torregamones,49
7771,Torres del Carrizal,49
7772,Trabazos,49
7773,Trefacio,49
7774,Una de Quintana,49
7775,Vadillo de la Guarena,49
7776,Valcabado,49
7777,Valdefinjas,49
7778,Valdescorriel,49
7779,Vallesa de la Guarena,49
7780,Vega de Tera,49
7781,Vega de Villalobos,49
7782,Vegalatrave,49
7783,Venialbo,49
7784,Vezdemarban,49
7785,Vidayanes,49
7786,Videmala,49
7787,Villabrazaro,49
7788,Villabuena del Puente,49
7789,Villadepera,49
7790,Villaescusa,49
7791,Villafafila,49
7792,Villaferruena,49
7793,Villageriz,49
7794,Villalazan,49
7795,Villalba de la Lampreana,49
7796,Villalcampo,49
7797,Villalobos,49
7798,Villalonso,49
7799,Villalpando,49
7800,Villalube,49
7801,Villamayor de Campos,49
7802,Villamor de los Escuderos,49
7803,Villanazar,49
7804,Villanueva de Azoague,49
7805,Villanueva de Campean,49
7806,Villanueva de las Peras,49
7807,Villanueva del Campo,49
7808,Villar de Fallaves,49
7809,Villar del Buey,49
7810,Villaralbo,49
7811,Villardeciervos,49
7812,Villardiegua de la Ribera,49
7813,Villardiga,49
7814,Villardondiego,49
7815,Villarrin de Campos,49
7816,Villaseco del Pan,49
7817,Villavendimio,49
7818,Villaveza de Valverde,49
7819,Villaveza del Agua,49
7820,Vinas,49
7821,Zamora,49
7822,Abanto,50
7823,Acered,50
7824,Agon,50
7825,Aguaron,50
7826,Aguilon,50
7827,Ainzon,50
7828,Aladren,50
7829,Alagon,50
7830,Alarba,50
7831,Alberite de San Juan,50
7832,Albeta,50
7833,Alborge,50
7834,Alcala de Ebro,50
7835,Alcala de Moncayo,50
7836,Alconchel de Ariza,50
7837,Aldehuela de Liestos,50
7838,Alfajarin,50
7839,Alfamen,50
7840,Alforque,50
7841,Alhama de Aragon,50
7842,Almochuel,50
7843,La Almolda,50
7844,Almonacid de la Cuba,50
7845,Almonacid de la Sierra,50
7846,La Almunia de Dona Godina,50
7847,Alpartir,50
7848,Ambel,50
7849,Anento,50
7850,Aninon,50
7851,Anon de Moncayo,50
7852,Aranda de Moncayo,50
7853,Arandiga,50
7854,Ardisa,50
7855,Ariza,50
7856,Artieda,50
7857,Asin,50
7858,Atea,50
7859,Ateca,50
7860,Azuara,50
7861,Badules,50
7862,Bagues,50
7863,Balconchan,50
7864,Barboles,50
7865,Bardallur,50
7866,Belchite,50
7867,Belmonte de Gracian,50
7868,Berdejo,50
7869,Berrueco,50
7870,Biel,50
7871,Bijuesca,50
7872,Biota,50
7873,Bisimbre,50
7874,Boquineni,50
7875,Bordalba,50
7876,Borja,50
7877,Botorrita,50
7878,Brea de Aragon,50
7879,Bubierca,50
7880,Bujaraloz,50
7881,Bulbuente,50
7882,Bureta,50
7883,El Burgo de Ebro,50
7884,El Buste,50
7885,Cabanas de Ebro,50
7886,Cabolafuente,50
7887,Cadrete,50
7888,Calatayud,50
7889,Calatorao,50
7890,Calcena,50
7891,Calmarza,50
7892,Campillo de Aragon,50
7893,Carenas,50
7894,Carinena,50
7895,Caspe,50
7896,Castejon de Alarba,50
7897,Castejon de las Armas,50
7898,Castejon de Valdejasa,50
7899,Castiliscar,50
7900,Cervera de la Canada,50
7901,Cerveruela,50
7902,Cetina,50
7903,Chiprana,50
7904,Chodes,50
7905,Cimballa,50
7906,Cinco Olivas,50
7907,Clares de Ribota,50
7908,Codo,50
7909,Codos,50
7910,Contamina,50
7911,Cosuenda,50
7912,Cuarte de Huerva,50
7913,Cubel,50
7914,Las Cuerlas,50
7915,Daroca,50
7916,Ejea de los Caballeros,50
7917,Embid de Ariza,50
7918,Encinacorba,50
7919,epila,50
7920,Erla,50
7921,Escatron,50
7922,Fabara,50
7923,Farlete,50
7924,Fayon,50
7925,Los Fayos,50
7926,Figueruelas,50
7927,Fombuena,50
7928,El Frago,50
7929,El Frasno,50
7930,Frescano,50
7931,Fuendejalon,50
7932,Fuendetodos,50
7933,Fuentes de Ebro,50
7934,Fuentes de Jiloca,50
7935,Gallocanta,50
7936,Gallur,50
7937,Gelsa,50
7938,Godojos,50
7939,Gotor,50
7940,Grisel,50
7941,Grisen,50
7942,Herrera de los Navarros,50
7943,Ibdes,50
7944,Illueca,50
7945,Isuerre,50
7946,Jaraba,50
7947,Jarque,50
7948,Jaulin,50
7949,La Joyosa,50
7950,Lagata,50
7951,Langa del Castillo,50
7952,Layana,50
7953,Lecera,50
7954,Lechon,50
7955,Lecinena,50
7956,Letux,50
7957,Litago,50
7958,Lituenigo,50
7959,Lobera de Onsella,50
7960,Longares,50
7961,Longas,50
7962,Lucena de Jalon,50
7963,Luceni,50
7964,Luesia,50
7965,Luesma,50
7966,Lumpiaque,50
7967,Luna,50
7968,Maella,50
7969,Magallon,50
7970,Mainar,50
7971,Malanquilla,50
7972,Malejan,50
7973,Mallen,50
7974,Malon,50
7975,Maluenda,50
7976,Manchones,50
7977,Mara,50
7978,Maria de Huerva,50
7979,Marracos,50
7980,Mediana de Aragon,50
7981,Mequinenza,50
7982,Mesones de Isuela,50
7983,Mezalocha,50
7984,Mianos,50
7985,Miedes de Aragon,50
7986,Monegrillo,50
7987,Moneva,50
7988,Monreal de Ariza,50
7989,Monterde,50
7990,Monton,50
7991,Morata de Jalon,50
7992,Morata de Jiloca,50
7993,Mores,50
7994,Moros,50
7995,Moyuela,50
7996,Mozota,50
7997,Muel,50
7998,La Muela,50
7999,Munebrega,50
8000,Murero,50
8001,Murillo de Gallego,50
8002,Navardun,50
8003,Niguella,50
8004,Nombrevilla,50
8005,Nonaspe,50
8006,Novallas,50
8007,Novillas,50
8008,Nuevalos,50
8009,Nuez de Ebro,50
8010,Olves,50
8011,Orcajo,50
8012,Orera,50
8013,Ores,50
8014,Oseja,50
8015,Osera de Ebro,50
8016,Paniza,50
8017,Paracuellos de Jiloca,50
8018,Paracuellos de la Ribera,50
8019,Pastriz,50
8020,Pedrola,50
8021,Las Pedrosas,50
8022,Perdiguera,50
8023,Piedratajada,50
8024,Pina de Ebro,50
8025,Pinseque,50
8026,Los Pintanos,50
8027,Plasencia de Jalon,50
8028,Pleitas,50
8029,Plenas,50
8030,Pomer,50
8031,Pozuel de Ariza,50
8032,Pozuelo de Aragon,50
8033,Pradilla de Ebro,50
8034,Puebla de Alborton,50
8035,La Puebla de Alfinden,50
8036,Puendeluna,50
8037,Purujosa,50
8038,Quinto,50
8039,Remolinos,50
8040,Retascon,50
8041,Ricla,50
8042,Romanos,50
8043,Rueda de Jalon,50
8044,Ruesca,50
8045,Sabinan,50
8046,Sadaba,50
8047,Salillas de Jalon,50
8048,Salvatierra de Esca,50
8049,Samper del Salz,50
8050,San Martin de la Virgen de Moncayo,50
8051,San Mateo de Gallego,50
8052,Santa Cruz de Grio,50
8053,Santa Cruz de Moncayo,50
8054,Santa Eulalia de Gallego,50
8055,Santed,50
8056,Sastago,50
8057,Sediles,50
8058,Sestrica,50
8059,Sierra de Luna,50
8060,Sigues,50
8061,Sisamon,50
8062,Sobradiel,50
8063,Sos del Rey Catolico,50
8064,Tabuenca,50
8065,Talamantes,50
8066,Tarazona,50
8067,Tauste,50
8068,Terrer,50
8069,Tierga,50
8070,Tobed,50
8071,Torralba de los Frailes,50
8072,Torralba de Ribota,50
8073,Torralbilla,50
8074,Torrehermosa,50
8075,Torrelapaja,50
8076,Torrellas,50
8077,Torres de Berrellen,50
8078,Torrijo de la Canada,50
8079,Tosos,50
8080,Trasmoz,50
8081,Trasobares,50
8082,Uncastillo,50
8083,Undues de Lerda,50
8084,Urrea de Jalon,50
8085,Urries,50
8086,Used,50
8087,Utebo,50
8088,Val de San Martin,50
8089,Valdehorna,50
8090,Valmadrid,50
8091,Valpalmas,50
8092,Valtorres,50
8093,Velilla de Ebro,50
8094,Velilla de Jiloca,50
8095,Vera de Moncayo,50
8096,Vierlas,50
8097,Villadoz,50
8098,Villafeliche,50
8099,Villafranca de Ebro,50
8100,Villalba de Perejil,50
8101,Villalengua,50
8102,Villamayor de Gallego,50
8103,Villanueva de Gallego,50
8104,Villanueva de Huerva,50
8105,Villanueva de Jiloca,50
8106,Villar de los Navarros,50
8107,Villarreal de Huerva,50
8108,Villarroya de la Sierra,50
8109,Villarroya del Campo,50
8110,La Viluena,50
8111,Vistabella,50
8112,La Zaida,50
8113,Zaragoza,50
8114,Zuera,50
8115,Ceuta,51
8116,Melilla,52
